epoch,global_step,optimizer_update_step,L_total,L_v0_5,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_mass,L_operator,L_JEPA_one,L_JEPA_multi,val_rollout,val_jepa,tau,epoch_time,samples_per_sec,peak_gpu_memory
36,4284,4284,0.0030179774332003144,0.0028010411680769666,2.9507155013272987e-07,0.00013703232087199847,2.3970524291153728e-05,0.0006352966843806108,0.0006616064634361358,0.0,9.93381787768698e-07,9.330905650997356e-05,1.602638437106704e-05,0.00010627623499314443,0.00011066004110958487,0.0014134746255530489,0.000596927913526694,0.9979197669206634,29.48797426209785,128.18784927042597,2971379200
37,4403,4403,0.0010988058480458757,0.001020796069131287,2.1910835249958616e-07,9.607636119841435e-05,1.80885606111525e-05,0.00021366365798274745,0.00022788669235071797,0.0,4.159683771973544e-07,2.0459028536890555e-05,5.446841001930662e-06,3.7555736021661365e-05,4.0454049864757705e-05,0.0002871709241021779,0.00020284898228488775,0.9979731062303899,30.280649109976366,124.83219848661132,2970682880
38,4522,4522,0.00036977286185396627,0.00034679504533029757,1.834567761441711e-07,7.374720779899261e-05,1.5303727944483784e-05,5.5233629124510725e-05,6.510401106511598e-05,0.0,2.4202590747795156e-07,6.326867874459249e-06,1.460321205980315e-06,9.870402440327101e-06,1.3107415088116704e-05,2.133902914162415e-05,8.848115121076089e-06,0.9980264455401165,29.365866246051155,128.72087505705025,2971379200
39,4641,4641,0.00019289348480813995,0.0001807280115951986,1.7282902621609442e-07,6.747122975029347e-05,1.4557502583470307e-05,1.6454620036331118e-05,2.5155894519427357e-05,0.0,1.805532374418144e-07,3.1728203242454146e-06,4.764935348638184e-07,4.502497201895701e-06,7.662976195831861e-06,1.3357822276053151e-05,9.425511054706433e-06,0.9980797848498432,29.008846480981447,130.30507788299042,2970682880
40,4760,4760,0.005907800405227121,0.005381878834247352,4.422981663554782e-07,0.0002141397484275143,3.5080493895322206e-05,0.001232689715303307,0.0013007926039915734,0.0,1.1401507481544096e-06,0.00011855350492590298,3.173275945180398e-05,0.000262103491268039,0.0002638181057624967,0.07462891609895797,0.036523804760404996,0.9981331241595697,29.178435693960637,129.54772626081478,2971379200
41,4879,4879,0.012729465549660196,0.011381973277761418,1.8778483242160879e-06,0.0010411827534972443,0.00014309448024457278,0.0024201605414062638,0.002576543404756141,0.0,3.323790009403976e-06,0.00023226871284228527,6.264864774877385e-05,0.0006819451111265374,0.0006655468694310113,2.104448439716916e-05,1.0183211482702367e-05,0.9981864634692963,29.350019552046433,128.79037416983388,2970682880
42,4998,4998,0.00015416742550706855,0.00014487424241403543,1.7300973141457704e-07,6.808437148008062e-05,1.4561990273823202e-05,7.599817194753245e-06,1.609561089906723e-05,0.0,7.464147663077475e-08,2.204382040131518e-07,2.523627597594424e-07,3.175030218381647e-06,6.118153088069958e-06,1.5432057383198603e-05,9.50808519389414e-06,0.9982398027790229,29.815174887073226,126.78107756593674,2971379200
43,5117,5117,0.00015005054449411257,0.00014118814524312419,1.7117276730993856e-07,6.717937338170866e-05,1.4426333222044854e-05,6.9766477541374375e-06,1.5474768135015712e-05,0.0,9.680527127375412e-08,1.2698285257204975e-07,2.3511722711119214e-07,2.919972866803864e-06,5.9424274074863494e-06,1.5672103342824683e-05,9.055808905464974e-06,0.9982931420887494,28.989068647962995,130.39397870637052,2970682880
44,5236,5236,0.00014861770422030339,0.00014003770236971802,1.7030043527898986e-07,6.686457616514797e-05,1.4346554349618533e-05,6.833751984462622e-06,1.5284566466612483e-05,0.0,1.0617809035194167e-07,8.123629604585196e-08,2.310737090828485e-07,2.758355125354168e-06,5.821646526970971e-06,1.63027145996845e-05,8.457478418763675e-06,0.998346481398476,29.34889839903917,128.79529407222148,2971379200
45,5355,5355,0.00014822528840451645,0.0001397798087468824,1.6984471505599718e-07,6.675664623447808e-05,1.43027227788778e-05,6.848844768971921e-06,1.5238421004685627e-05,0.0,1.4212286344526205e-07,6.449892888142694e-08,2.3113898689210883e-07,2.6683559999053604e-06,5.77712332978124e-06,1.8522552861776647e-05,8.663823492887398e-06,0.9983998207082025,29.203608417068608,129.43605961346566,2970682880
46,5474,5474,0.00014793433331534582,0.00013956147388964103,1.6990818447760272e-07,6.657964572287041e-05,1.4315831251907477e-05,6.81938141092865e-06,1.52340655933595e-05,0.0,1.475347734041197e-07,6.258756795228504e-08,2.3046003205924762e-07,2.621448492338276e-06,5.751410600366336e-06,1.4362288060337527e-05,8.463203487605953e-06,0.9984531600179292,29.485267244046554,128.19961809107323,2971379200
47,5593,5593,0.00014808589550075195,0.00013974088394432945,1.7005221481352636e-07,6.649872269937227e-05,1.4323598360721324e-05,6.90696850036691e-06,1.526750234511888e-05,0.0,1.729421240853183e-07,6.05807610242433e-08,2.327969314612789e-07,2.616088057365949e-06,5.728924307736898e-06,1.864435656725185e-05,8.534808374688077e-06,0.9985064993276558,29.467308227089234,128.2777500703323,2970682880
48,5712,5712,0.00014832496499703093,0.0001399976961519791,1.702270992308797e-07,6.647449316381152e-05,1.434085421043506e-05,6.9423974516678965e-06,1.5354576707640836e-05,0.0,1.8035716517674724e-07,6.296356399082195e-08,2.3345020527962351e-07,2.5888176962864775e-06,5.7384505070663256e-06,1.5083395936969845e-05,8.44546895158211e-06,0.9985598386373823,28.586307029007003,132.23114116014955,2971379200
49,5831,5831,0.00014820814155172755,0.00013991921272242156,1.702319268236438e-07,6.648903803406505e-05,1.4347370222186861e-05,6.924533049906136e-06,1.5318506770459602e-05,0.0,1.998896206435458e-07,6.275947151503936e-08,2.3291214451472104e-07,2.574877628821394e-06,5.714050981411852e-06,1.5949243312380056e-05,8.313254857923658e-06,0.9986131779471089,28.878567171981558,130.8929206040186,2970682880
50,5950,5950,0.00014821189289688374,0.000139943537734715,1.7044774598395283e-07,6.647518578493011e-05,1.4362485850893241e-05,6.916946686081164e-06,1.533004497057018e-05,0.0,2.053967498629809e-07,5.888686739124164e-08,2.3316559647701936e-07,2.553870036107674e-06,5.714485089970006e-06,1.553402710539688e-05,8.502828402578459e-06,0.9986665172568355,29.140269853989594,129.7173986013201,2971379200
51,6069,6069,0.0001490837482768776,0.000140772844577287,1.7049897934835855e-07,6.65348282954828e-05,1.4377858027362785e-05,7.1036798573683005e-06,1.551234363336498e-05,0.0,2.012547072269997e-07,6.046010957068878e-08,2.376827094948081e-07,2.5782427677595048e-06,5.732660905604938e-06,1.616227087825315e-05,8.32076140276123e-06,0.998719856566562,29.097276451066136,129.90906576280267,2970682880
52,6188,6188,0.00014926950034880075,0.00014098622257483718,1.709192000968566e-07,6.654409704934411e-05,1.4396123666426835e-05,7.162593137715785e-06,1.553426637276071e-05,0.0,2.1068712135154533e-07,8.206457952504568e-08,2.387895255534834e-07,2.5654781523001103e-06,5.717799258346776e-06,1.0383029811713467e-05,9.806900789044447e-06,0.9987731958762887,29.275977590936236,129.1160982842902,2971379200
53,6307,6307,0.00015198421369186016,0.0001434565832371523,1.7106810674095586e-07,6.656554617971999e-05,1.4416883714532814e-05,7.813216240128173e-06,1.6078663078366493e-05,0.0,2.121333158845152e-07,1.520732447951795e-07,2.5407127903118064e-07,2.6991179180022397e-06,5.828512759146862e-06,1.5929161660703053e-05,8.453822511000908e-06,0.9988265351860153,29.1861117760418,129.51365461098914,2970682880
54,6426,6426,0.000151003856221448,0.0001425599091114703,1.7125321416898939e-07,6.658392396669899e-05,1.4430108799219683e-05,7.541770664059585e-06,1.5882939092874052e-05,0.0,2.1339411738134764e-07,1.1991267345005478e-07,2.4886677294041814e-07,2.648350028293044e-06,5.795597379315594e-06,2.5644710902789873e-05,9.290015615414675e-06,0.9988798744957418,35.178686389001086,107.45142550808403,2971379200
55,6545,6545,0.0001524971068695695,0.00014395368781012222,1.7175648228776144e-07,6.669331797017967e-05,1.4458705397263026e-05,7.785616240874684e-06,1.624619501868322e-05,0.0,2.1694636605692116e-07,1.7397210609023585e-07,2.5545942909497815e-07,2.684073719878884e-06,5.859345244047406e-06,1.8922872316449813e-05,8.463259472418507e-06,0.9989332138054684,33.43580513598863,113.052459320963,2970682880
56,6664,6664,0.00015239821264653334,0.0001438063319597551,1.714484887793453e-07,6.654921449596437e-05,1.4460375820466431e-05,7.795421619708317e-06,1.6224869541089647e-05,0.0,2.1558336729615095e-07,2.5796177827528455e-07,2.5592185354056825e-07,2.7098453506248666e-06,5.882035618144853e-06,1.4947814945896555e-05,8.43600721401301e-06,0.998986553115195,29.477943395031616,128.2314695209403,2971379200
57,6783,6783,0.00015842215066114144,0.00014945768685604904,1.7167851164382835e-07,6.681841956888862e-05,1.4470375296056133e-05,9.128106647896673e-06,1.754980835959373e-05,0.0,2.1874144489287883e-07,4.561446051004996e-07,2.895203151120965e-07,2.8812538886764772e-06,6.083209536016165e-06,2.3946971123223192e-05,9.061795253728633e-06,0.9990398924249215,29.24961887509562,129.23245311816538,2970682880
58,6902,6902,0.00035116247686178045,0.00032958019636916344,1.8301830465812628e-07,7.233188992517719e-05,1.5341347777090655e-05,5.214655731987761e-05,6.055816628128813e-05,0.0,2.579071787052695e-07,3.3891518947115325e-06,1.347617275844944e-06,9.234151083445694e-06,1.2348131333065414e-05,6.493232642588694e-05,1.9515414229924015e-05,0.9990932317346481,29.05839856597595,130.08287402410215,2971379200
59,7021,7021,0.00020605469179196806,0.00019444821583521036,1.7409325498009768e-07,6.815011780302499e-05,1.4657249162805133e-05,1.97972005033022e-05,2.841086101609839e-05,0.0,2.281285689181815e-07,1.2946685348060061e-06,5.581744417405972e-07,4.194772283626277e-06,7.411703631867317e-06,1.4520731530778686e-05,8.68814057477201e-06,0.9991465710443748,29.166071868967265,129.6026429949905,2970682880
